entry_id,user_id,contest_id,lineup,total_score,payout,entry_time,rank
237,151,579,"[45, 99, 176, 279, 366, 385, 436, 472]",188.2,103.75,2023-03-28 04:23:39.109554778,26
238,140,623,"[64, 234, 245, 286, 294, 304, 328, 484]",155.8,0.0,2023-03-28 13:09:30.885442722,40
239,114,415,"[10, 94, 213, 322, 349, 394, 407, 456]",137.4,86.53,2023-03-28 21:55:22.661330665,10
240,68,219,"[42, 122, 201, 382, 387, 402, 466, 478]",240.2,0.0,2023-03-29 06:41:14.437218609,50
241,179,721,"[135, 139, 165, 251, 291, 324, 366, 441]",221.7,551.01,2023-03-29 15:27:06.213106553,14
242,125,381,"[115, 153, 231, 234, 268, 463, 473, 479]",194.9,0.0,2023-03-30 00:12:57.988994497,18
243,233,87,"[51, 100, 135, 284, 306, 403, 443, 473]",196.2,223.89,2023-03-30 08:58:49.764882441,54
244,147,461,"[5, 85, 142, 155, 156, 308, 360, 415]",152.9,143.14,2023-03-30 17:44:41.540770385,95
245,111,815,"[20, 100, 137, 199, 260, 279, 414, 439]",145.2,0.0,2023-03-31 02:30:33.316658329,20
246,238,411,"[60, 91, 217, 253, 265, 383, 402, 413]",196.5,0.0,2023-03-31 11:16:25.092546273,44
247,3,691,"[6, 21, 40, 133, 136, 228, 329, 465]",188.0,323.31,2023-03-31 20:02:16.868434217,82
248,211,916,"[29, 71, 125, 195, 236, 268, 419, 486]",230.8,0.0,2023-04-01 04:48:08.644322161,7
249,25,525,"[68, 125, 253, 299, 313, 341, 343, 450]",177.3,0.0,2023-04-01 13:34:00.420210105,30
250,184,447,"[30, 225, 263, 284, 293, 385, 388, 446]",156.2,0.0,2023-04-01 22:19:52.196098049,47
251,61,300,"[29, 76, 112, 122, 127, 171, 297, 338]",268.9,0.0,2023-04-02 07:05:43.971985993,91
252,123,408,"[38, 170, 266, 302, 315, 357, 358, 481]",157.6,0.0,2023-04-02 15:51:35.747873937,53
253,55,637,"[90, 293, 312, 332, 333, 343, 346, 468]",313.3,416.41,2023-04-03 00:37:27.523761881,8
254,163,375,"[69, 83, 147, 330, 334, 440, 460, 470]",211.9,0.0,2023-04-03 09:23:19.299649825,87
255,187,233,"[99, 102, 129, 175, 222, 240, 311, 495]",214.7,0.0,2023-04-03 18:09:11.075537769,32
256,39,763,"[4, 163, 166, 182, 307, 379, 406, 426]",122.1,0.0,2023-04-04 02:55:02.851425713,10
257,185,899,"[122, 130, 168, 176, 209, 379, 467, 497]",213.4,0.0,2023-04-04 11:40:54.627313657,34
258,83,638,"[10, 54, 252, 258, 331, 390, 410, 485]",218.4,613.67,2023-04-04 20:26:46.403201601,28
259,195,747,"[23, 64, 106, 185, 219, 234, 258, 291]",226.8,0.0,2023-04-05 05:12:38.179089545,20
260,34,650,"[101, 159, 252, 272, 292, 354, 414, 479]",138.3,0.0,2023-04-05 13:58:29.954977489,15
261,113,961,"[136, 137, 151, 171, 299, 347, 371, 423]",171.1,461.9,2023-04-05 22:44:21.730865433,60
262,230,49,"[23, 205, 240, 256, 313, 378, 401, 438]",186.5,0.0,2023-04-06 07:30:13.506753377,98
263,283,892,"[37, 218, 239, 241, 359, 428, 441, 460]",169.0,232.66,2023-04-06 16:16:05.282641321,23
264,287,186,"[137, 202, 248, 275, 387, 414, 446, 472]",192.7,566.83,2023-04-07 01:01:57.058529265,16
265,155,205,"[2, 89, 146, 154, 202, 204, 331, 362]",169.0,277.58,2023-04-07 09:47:48.834417209,79
266,165,78,"[44, 108, 111, 148, 283, 344, 412, 427]",114.5,99.83,2023-04-07 18:33:40.610305153,93
267,182,481,"[102, 116, 180, 316, 323, 330, 413, 431]",214.7,0.0,2023-04-08 03:19:32.386193097,14
268,239,386,"[7, 99, 143, 149, 185, 212, 377, 416]",152.6,131.37,2023-04-08 12:05:24.162081041,50
269,137,194,"[143, 195, 202, 255, 309, 396, 417, 423]",222.7,0.0,2023-04-08 20:51:15.937968985,64
270,266,103,"[41, 42, 135, 161, 202, 393, 401, 422]",133.8,272.14,2023-04-09 05:37:07.713856929,91
271,187,617,"[31, 38, 96, 149, 277, 337, 403, 443]",245.7,149.28,2023-04-09 14:22:59.489744873,75
272,40,376,"[27, 121, 212, 303, 343, 408, 433, 485]",190.7,0.0,2023-04-09 23:08:51.265632817,62
273,167,287,"[216, 241, 251, 258, 315, 360, 427, 448]",178.8,245.07,2023-04-10 07:54:43.041520761,66
274,260,836,"[38, 91, 221, 291, 306, 423, 432, 460]",232.6,0.0,2023-04-10 16:40:34.817408705,45
275,143,482,"[25, 43, 53, 175, 299, 356, 473, 479]",171.0,468.83,2023-04-11 01:26:26.593296649,42
276,204,723,"[11, 31, 144, 330, 363, 375, 452, 468]",207.9,522.4,2023-04-11 10:12:18.369184592,73
277,176,250,"[49, 157, 232, 252, 342, 368, 418, 482]",173.7,325.29,2023-04-11 18:58:10.145072536,76
278,262,805,"[4, 185, 202, 204, 222, 368, 374, 445]",168.2,285.17,2023-04-12 03:44:01.920960480,22
279,252,201,"[27, 90, 216, 342, 362, 436, 442, 477]",241.9,313.11,2023-04-12 12:29:53.696848424,99
280,200,536,"[18, 92, 259, 291, 339, 345, 367, 410]",207.3,0.0,2023-04-12 21:15:45.472736368,68
281,199,461,"[4, 44, 124, 138, 159, 355, 383, 477]",226.9,0.0,2023-04-13 06:01:37.248624312,39
282,196,300,"[22, 48, 103, 104, 109, 184, 381, 419]",176.9,98.63,2023-04-13 14:47:29.024512256,66
283,77,478,"[45, 49, 53, 62, 217, 306, 332, 345]",151.0,126.29,2023-04-13 23:33:20.800400200,2
284,19,83,"[50, 89, 148, 178, 182, 303, 373, 427]",227.7,0.0,2023-04-14 08:19:12.576288144,11
285,62,809,"[15, 121, 185, 190, 191, 205, 419, 469]",199.2,498.59,2023-04-14 17:05:04.352176088,38
286,281,458,"[62, 67, 199, 204, 249, 268, 357, 455]",197.7,284.47,2023-04-15 01:50:56.128064032,64
287,250,691,"[2, 20, 102, 108, 137, 168, 228, 451]",149.4,0.0,2023-04-15 10:36:47.903951976,68
288,227,298,"[116, 184, 311, 336, 351, 444, 449, 467]",182.8,0.0,2023-04-15 19:22:39.679839920,26
289,127,364,"[131, 241, 251, 291, 318, 376, 468, 493]",190.6,0.0,2023-04-16 04:08:31.455727864,33
290,58,718,"[30, 67, 182, 267, 279, 344, 463, 468]",178.3,0.0,2023-04-16 12:54:23.231615808,58
291,204,40,"[237, 335, 383, 386, 418, 449, 479, 493]",186.4,283.73,2023-04-16 21:40:15.007503752,75
292,243,816,"[126, 131, 202, 203, 235, 236, 269, 352]",191.5,0.0,2023-04-17 06:26:06.783391696,27
293,252,625,"[3, 146, 170, 283, 347, 411, 415, 422]",147.0,0.0,2023-04-17 15:11:58.559279640,60
294,199,340,"[123, 201, 204, 233, 321, 350, 356, 475]",132.1,297.26,2023-04-17 23:57:50.335167584,78
295,240,516,"[6, 132, 192, 236, 244, 251, 260, 468]",183.2,381.6,2023-04-18 08:43:42.111055528,87
296,139,998,"[21, 34, 227, 229, 302, 340, 354, 359]",221.1,660.81,2023-04-18 17:29:33.886943472,6
297,122,108,"[129, 161, 212, 227, 275, 299, 364, 406]",158.8,308.62,2023-04-19 02:15:25.662831416,51
298,49,316,"[83, 196, 238, 293, 413, 416, 480, 495]",201.4,0.0,2023-04-19 11:01:17.438719360,16
299,115,114,"[6, 33, 58, 245, 267, 298, 395, 434]",259.8,0.0,2023-04-19 19:47:09.214607304,13
300,251,167,"[24, 26, 44, 69, 88, 210, 385, 469]",191.1,0.0,2023-04-20 04:33:00.990495248,78
301,7,261,"[99, 144, 167, 257, 272, 284, 305, 443]",266.3,0.0,2023-04-20 13:18:52.766383192,55
302,219,618,"[78, 132, 175, 199, 276, 314, 430, 493]",226.3,0.0,2023-04-20 22:04:44.542271136,16
303,77,224,"[36, 41, 59, 204, 245, 311, 324, 366]",168.5,0.0,2023-04-21 06:50:36.318159080,54
304,179,262,"[25, 40, 87, 339, 364, 429, 450, 500]",202.6,0.0,2023-04-21 15:36:28.094047024,17
305,145,251,"[47, 60, 124, 141, 216, 242, 258, 351]",117.4,0.0,2023-04-22 00:22:19.869934968,58
306,154,526,"[112, 127, 135, 278, 370, 384, 398, 462]",198.3,0.0,2023-04-22 09:08:11.645822912,4
307,121,710,"[81, 102, 148, 288, 310, 337, 429, 495]",185.8,113.21,2023-04-22 17:54:03.421710856,58
308,124,126,"[13, 92, 103, 119, 281, 318, 375, 416]",178.4,188.12,2023-04-23 02:39:55.197598800,88
309,150,206,"[71, 81, 121, 310, 365, 389, 395, 439]",178.9,286.95,2023-04-23 11:25:46.973486744,49
310,268,140,"[68, 91, 128, 275, 460, 463, 491, 494]",167.7,0.0,2023-04-23 20:11:38.749374688,26
311,1,62,"[102, 141, 161, 163, 209, 216, 453, 486]",140.6,0.0,2023-04-24 04:57:30.525262632,63
312,161,283,"[29, 84, 139, 242, 247, 382, 436, 491]",220.2,0.0,2023-04-24 13:43:22.301150576,33
313,244,54,"[83, 88, 265, 315, 330, 398, 441, 493]",196.2,0.0,2023-04-24 22:29:14.077038520,47
314,251,346,"[89, 174, 196, 233, 239, 425, 430, 450]",219.7,596.67,2023-04-25 07:15:05.852926464,75
315,64,524,"[43, 51, 57, 141, 200, 383, 389, 404]",183.2,348.82,2023-04-25 16:00:57.628814408,91
316,299,136,"[99, 170, 253, 376, 402, 432, 469, 491]",174.0,0.0,2023-04-26 00:46:49.404702352,91
317,248,330,"[56, 96, 98, 146, 248, 312, 387, 411]",233.9,279.74,2023-04-26 09:32:41.180590296,40
318,297,144,"[113, 284, 298, 355, 371, 469, 483, 499]",139.1,141.69,2023-04-26 18:18:32.956478240,33
319,115,436,"[95, 143, 156, 248, 263, 276, 449, 496]",118.3,0.0,2023-04-27 03:04:24.732366184,53
320,295,282,"[9, 81, 89, 107, 274, 290, 379, 459]",248.0,0.0,2023-04-27 11:50:16.508254128,47
321,1,136,"[119, 211, 226, 227, 277, 299, 300, 454]",179.4,0.0,2023-04-27 20:36:08.284142072,5
322,41,489,"[50, 51, 99, 207, 273, 293, 392, 393]",164.2,0.0,2023-04-28 05:22:00.060030016,81
323,173,813,"[1, 48, 141, 143, 150, 186, 204, 335]",155.6,0.0,2023-04-28 14:07:51.835917960,31
324,88,733,"[11, 129, 242, 269, 295, 328, 335, 453]",166.5,144.69,2023-04-28 22:53:43.611805904,29
325,98,852,"[17, 171, 232, 284, 353, 396, 437, 450]",148.6,209.89,2023-04-29 07:39:35.387693848,8
326,88,721,"[12, 174, 220, 278, 286, 336, 388, 482]",101.7,0.0,2023-04-29 16:25:27.163581792,35
327,251,915,"[97, 270, 314, 351, 372, 418, 424, 495]",190.0,394.96,2023-04-30 01:11:18.939469736,40
328,141,401,"[3, 84, 95, 121, 158, 199, 259, 497]",227.6,274.05,2023-04-30 09:57:10.715357680,32
329,71,871,"[35, 78, 107, 197, 239, 302, 340, 403]",122.1,310.52,2023-04-30 18:43:02.491245624,40
330,137,892,"[38, 113, 116, 214, 393, 424, 449, 467]",231.0,0.0,2023-05-01 03:28:54.267133568,52
331,99,449,"[55, 181, 182, 332, 349, 385, 462, 468]",179.3,209.81,2023-05-01 12:14:46.043021510,55
332,151,635,"[5, 48, 136, 165, 198, 240, 407, 423]",178.5,253.65,2023-05-01 21:00:37.818909454,15
333,175,628,"[114, 189, 277, 315, 354, 382, 442, 494]",162.9,0.0,2023-05-02 05:46:29.594797398,56
334,167,669,"[67, 73, 114, 129, 199, 301, 373, 485]",208.9,0.0,2023-05-02 14:32:21.370685342,47
335,257,270,"[42, 53, 94, 106, 190, 201, 291, 313]",203.1,289.85,2023-05-02 23:18:13.146573286,17
336,224,17,"[84, 124, 137, 209, 249, 323, 395, 400]",177.3,404.79,2023-05-03 08:04:04.922461230,78
337,65,269,"[54, 57, 216, 223, 269, 280, 357, 432]",253.5,0.0,2023-05-03 16:49:56.698349174,36
338,69,861,"[62, 241, 270, 301, 338, 424, 446, 477]",193.0,488.95,2023-05-04 01:35:48.474237118,68
339,67,482,"[21, 29, 54, 135, 161, 164, 231, 355]",246.3,0.0,2023-05-04 10:21:40.250125062,52
340,50,219,"[99, 126, 188, 194, 269, 367, 393, 427]",209.5,0.0,2023-05-04 19:07:32.026013006,84
341,91,319,"[49, 112, 117, 125, 129, 214, 369, 383]",145.4,115.17,2023-05-05 03:53:23.801900950,86
342,115,238,"[41, 80, 84, 100, 172, 273, 373, 455]",104.6,165.74,2023-05-05 12:39:15.577788894,75
343,57,545,"[122, 135, 244, 253, 273, 356, 362, 499]",154.2,0.0,2023-05-05 21:25:07.353676838,64
344,18,285,"[11, 133, 144, 276, 368, 394, 460, 496]",176.8,426.47,2023-05-06 06:10:59.129564782,40
345,272,37,"[7, 27, 168, 174, 194, 264, 394, 472]",284.3,263.33,2023-05-06 14:56:50.905452726,91
346,130,103,"[25, 189, 267, 288, 333, 369, 457, 499]",213.2,189.96,2023-05-06 23:42:42.681340670,42
347,269,723,"[67, 96, 163, 203, 228, 303, 424, 467]",141.0,340.91,2023-05-07 08:28:34.457228614,51
348,80,430,"[17, 56, 62, 87, 145, 291, 465, 471]",164.7,0.0,2023-05-07 17:14:26.233116558,28
349,299,792,"[42, 46, 60, 95, 292, 302, 475, 487]",198.1,0.0,2023-05-08 02:00:18.009004502,97
350,202,654,"[126, 140, 150, 194, 222, 247, 249, 384]",227.9,492.8,2023-05-08 10:46:09.784892446,30
351,225,239,"[67, 74, 153, 268, 310, 341, 385, 420]",209.7,252.77,2023-05-08 19:32:01.560780390,98
352,159,741,"[26, 33, 39, 50, 65, 323, 408, 479]",98.1,0.0,2023-05-09 04:17:53.336668334,76
353,204,645,"[114, 255, 271, 284, 382, 408, 421, 489]",170.2,0.0,2023-05-09 13:03:45.112556278,60
354,137,125,"[16, 42, 138, 158, 236, 379, 417, 489]",172.9,0.0,2023-05-09 21:49:36.888444222,85
355,73,565,"[155, 194, 298, 318, 368, 411, 452, 500]",163.3,0.0,2023-05-10 06:35:28.664332166,78
356,48,600,"[10, 30, 84, 111, 136, 162, 170, 333]",205.6,0.0,2023-05-10 15:21:20.440220110,33
357,18,610,"[39, 44, 121, 130, 193, 411, 422, 475]",174.0,383.68,2023-05-11 00:07:12.216108054,72
358,267,882,"[5, 53, 136, 209, 238, 327, 423, 452]",168.7,138.53,2023-05-11 08:53:03.991995998,82
359,19,607,"[19, 37, 312, 331, 344, 367, 375, 417]",180.9,0.0,2023-05-11 17:38:55.767883942,45
360,100,926,"[142, 174, 212, 259, 418, 472, 483, 499]",143.0,0.0,2023-05-12 02:24:47.543771886,45
361,116,188,"[20, 118, 119, 123, 165, 216, 295, 417]",240.9,321.76,2023-05-12 11:10:39.319659830,89
362,74,888,"[32, 56, 86, 103, 213, 273, 363, 439]",213.9,0.0,2023-05-12 19:56:31.095547774,54
363,280,256,"[8, 26, 66, 155, 161, 257, 403, 467]",143.9,0.0,2023-05-13 04:42:22.871435718,69
364,269,585,"[49, 196, 207, 240, 320, 325, 349, 412]",186.9,557.89,2023-05-13 13:28:14.647323662,41
365,125,987,"[3, 11, 60, 130, 232, 242, 395, 440]",152.4,333.75,2023-05-13 22:14:06.423211606,75
366,116,924,"[63, 185, 190, 268, 325, 354, 382, 444]",220.9,0.0,2023-05-14 06:59:58.199099550,59
367,174,874,"[1, 227, 304, 341, 357, 369, 421, 437]",226.5,0.0,2023-05-14 15:45:49.974987494,71
368,181,794,"[86, 150, 258, 331, 429, 481, 492, 495]",174.6,437.26,2023-05-15 00:31:41.750875438,97
369,226,530,"[89, 103, 218, 225, 297, 362, 421, 449]",135.7,71.6,2023-05-15 09:17:33.526763382,37
370,157,676,"[102, 124, 127, 206, 249, 318, 375, 457]",192.2,557.26,2023-05-15 18:03:25.302651326,73
371,164,392,"[41, 56, 87, 288, 315, 328, 336, 402]",153.6,133.35,2023-05-16 02:49:17.078539270,1
372,71,658,"[27, 57, 108, 170, 252, 360, 456, 497]",207.2,0.0,2023-05-16 11:35:08.854427214,24
373,222,468,"[62, 289, 296, 325, 331, 400, 479, 487]",183.7,0.0,2023-05-16 20:21:00.630315158,18
374,126,826,"[113, 115, 155, 236, 272, 355, 379, 456]",310.1,361.39,2023-05-17 05:06:52.406203102,52
375,145,253,"[41, 55, 137, 174, 224, 236, 252, 301]",228.1,0.0,2023-05-17 13:52:44.182091046,9
376,176,672,"[17, 25, 146, 199, 228, 255, 323, 439]",225.6,0.0,2023-05-17 22:38:35.957978990,51
377,152,861,"[234, 267, 336, 339, 354, 394, 441, 474]",108.7,161.07,2023-05-18 07:24:27.733866934,97
378,182,561,"[33, 45, 100, 227, 234, 361, 385, 457]",201.8,0.0,2023-05-18 16:10:19.509754878,12
379,85,176,"[5, 50, 241, 242, 366, 397, 459, 492]",197.4,0.0,2023-05-19 00:56:11.285642822,78
380,121,466,"[154, 197, 208, 222, 323, 381, 408, 491]",190.6,183.39,2023-05-19 09:42:03.061530766,88
381,129,839,"[129, 243, 253, 329, 339, 374, 378, 451]",166.1,168.1,2023-05-19 18:27:54.837418710,66
382,6,577,"[9, 44, 72, 351, 354, 356, 493, 497]",187.7,0.0,2023-05-20 03:13:46.613306654,64
383,183,988,"[72, 81, 112, 155, 177, 194, 282, 323]",173.6,0.0,2023-05-20 11:59:38.389194598,72
384,38,289,"[115, 135, 212, 278, 295, 319, 411, 446]",84.0,0.0,2023-05-20 20:45:30.165082542,26
385,116,50,"[40, 69, 72, 153, 217, 235, 329, 432]",211.3,0.0,2023-05-21 05:31:21.940970486,54
386,102,4,"[57, 139, 150, 269, 289, 328, 437, 474]",149.1,427.72,2023-05-21 14:17:13.716858430,6
387,8,631,"[10, 14, 87, 98, 129, 341, 389, 427]",247.2,205.54,2023-05-21 23:03:05.492746374,51
388,218,852,"[66, 104, 279, 286, 343, 349, 364, 367]",229.7,0.0,2023-05-22 07:48:57.268634318,95
389,207,885,"[76, 117, 201, 268, 273, 308, 331, 428]",231.5,369.36,2023-05-22 16:34:49.044522262,4
390,78,500,"[11, 80, 143, 184, 281, 297, 326, 465]",91.6,104.02,2023-05-23 01:20:40.820410206,87
391,55,676,"[101, 139, 173, 178, 373, 397, 423, 459]",214.7,136.82,2023-05-23 10:06:32.596298150,10
392,228,223,"[20, 26, 220, 234, 323, 341, 420, 496]",168.6,85.29,2023-05-23 18:52:24.372186094,18
393,88,870,"[57, 203, 258, 313, 401, 415, 439, 491]",159.9,174.28,2023-05-24 03:38:16.148074038,4
394,10,668,"[21, 52, 58, 89, 120, 152, 192, 407]",220.2,212.09,2023-05-24 12:24:07.923961982,32
395,290,899,"[68, 149, 215, 217, 253, 375, 470, 483]",192.6,0.0,2023-05-24 21:09:59.699849926,54
396,164,262,"[17, 94, 208, 249, 257, 311, 349, 414]",208.3,200.0,2023-05-25 05:55:51.475737870,95
397,239,685,"[8, 22, 200, 291, 293, 316, 326, 461]",191.4,0.0,2023-05-25 14:41:43.251625814,85
398,144,535,"[55, 173, 216, 294, 342, 357, 393, 487]",158.4,0.0,2023-05-25 23:27:35.027513758,92
399,18,903,"[89, 95, 123, 196, 222, 313, 364, 421]",176.9,0.0,2023-05-26 08:13:26.803401702,75
400,71,376,"[31, 57, 74, 126, 149, 347, 414, 432]",213.7,437.33,2023-05-26 16:59:18.579289646,85
401,175,61,"[14, 46, 78, 210, 231, 248, 320, 484]",196.4,0.0,2023-05-27 01:45:10.355177590,23
402,288,356,"[174, 180, 268, 280, 297, 340, 385, 455]",203.9,0.0,2023-05-27 10:31:02.131065534,32
403,299,833,"[70, 82, 92, 127, 172, 200, 367, 459]",146.9,0.0,2023-05-27 19:16:53.906953478,12
404,248,646,"[61, 247, 277, 297, 314, 416, 454, 477]",198.7,0.0,2023-05-28 04:02:45.682841420,40
405,193,24,"[118, 125, 359, 404, 421, 430, 442, 444]",185.3,0.0,2023-05-28 12:48:37.458729364,45
406,268,293,"[21, 27, 127, 161, 169, 200, 285, 449]",225.7,0.0,2023-05-28 21:34:29.234617308,37
407,204,557,"[12, 56, 78, 118, 132, 156, 223, 251]",137.5,0.0,2023-05-29 06:20:21.010505252,60
408,123,691,"[4, 62, 134, 150, 262, 355, 400, 468]",198.1,0.0,2023-05-29 15:06:12.786393196,11
409,58,356,"[66, 83, 109, 126, 276, 366, 437, 448]",161.2,0.0,2023-05-29 23:52:04.562281140,26
410,201,984,"[51, 98, 130, 148, 168, 203, 344, 480]",164.7,0.0,2023-05-30 08:37:56.338169084,84
411,112,870,"[96, 134, 152, 230, 258, 268, 371, 436]",165.6,0.0,2023-05-30 17:23:48.114057028,56
412,128,941,"[50, 61, 66, 92, 105, 240, 477, 485]",184.2,0.0,2023-05-31 02:09:39.889944972,73
413,36,575,"[15, 36, 44, 55, 80, 190, 270, 401]",117.6,345.94,2023-05-31 10:55:31.665832916,88
414,234,29,"[1, 44, 69, 141, 294, 296, 429, 475]",194.8,113.23,2023-05-31 19:41:23.441720860,36
415,47,357,"[101, 161, 172, 372, 378, 407, 433, 455]",201.2,0.0,2023-06-01 04:27:15.217608804,97
416,115,365,"[55, 128, 148, 151, 186, 292, 385, 392]",257.2,0.0,2023-06-01 13:13:06.993496748,72
417,255,608,"[44, 81, 284, 344, 357, 361, 375, 393]",212.7,316.2,2023-06-01 21:58:58.769384692,70
418,223,409,"[16, 122, 146, 241, 325, 347, 396, 497]",159.2,267.35,2023-06-02 06:44:50.545272636,37
419,124,266,"[23, 123, 197, 252, 342, 367, 426, 470]",118.4,0.0,2023-06-02 15:30:42.321160580,7
420,160,291,"[137, 173, 260, 320, 344, 347, 370, 436]",147.8,196.71,2023-06-03 00:16:34.097048524,59
421,96,567,"[85, 129, 174, 181, 317, 345, 400, 495]",150.3,121.72,2023-06-03 09:02:25.872936468,23
422,107,153,"[84, 296, 302, 331, 364, 412, 485, 496]",187.1,0.0,2023-06-03 17:48:17.648824412,67
423,120,219,"[12, 93, 120, 141, 227, 242, 309, 401]",191.5,336.1,2023-06-04 02:34:09.424712356,48
424,101,173,"[26, 136, 164, 195, 253, 351, 382, 433]",177.4,321.21,2023-06-04 11:20:01.200600300,77
425,103,608,"[4, 82, 91, 225, 365, 443, 454, 455]",170.3,210.44,2023-06-04 20:05:52.976488244,3
426,166,635,"[7, 100, 203, 245, 276, 304, 370, 442]",188.0,0.0,2023-06-05 04:51:44.752376188,33
427,186,12,"[9, 25, 48, 151, 326, 446, 487, 492]",143.9,0.0,2023-06-05 13:37:36.528264132,53
428,32,516,"[27, 306, 361, 376, 411, 414, 440, 471]",195.0,215.5,2023-06-05 22:23:28.304152076,56
429,66,362,"[178, 280, 315, 356, 358, 364, 437, 494]",242.9,407.34,2023-06-06 07:09:20.080040020,33
430,179,858,"[1, 54, 121, 179, 201, 249, 305, 492]",184.9,413.05,2023-06-06 15:55:11.855927964,73
431,267,579,"[59, 178, 205, 258, 372, 396, 458, 472]",194.0,0.0,2023-06-07 00:41:03.631815908,25
432,37,657,"[28, 192, 219, 288, 356, 413, 466, 480]",256.9,391.79,2023-06-07 09:26:55.407703852,13
433,201,969,"[9, 15, 158, 164, 186, 392, 412, 435]",143.5,0.0,2023-06-07 18:12:47.183591796,29
434,49,477,"[122, 135, 174, 221, 318, 329, 482, 488]",163.3,432.15,2023-06-08 02:58:38.959479740,19
435,275,577,"[52, 84, 176, 214, 215, 263, 406, 429]",211.8,0.0,2023-06-08 11:44:30.735367684,36
436,168,82,"[78, 126, 166, 204, 315, 395, 420, 424]",183.3,0.0,2023-06-08 20:30:22.511255628,3
437,263,617,"[45, 94, 96, 127, 149, 196, 246, 347]",193.3,309.84,2023-06-09 05:16:14.287143572,17
438,133,693,"[20, 154, 165, 184, 205, 226, 252, 295]",228.4,0.0,2023-06-09 14:02:06.063031516,26
439,298,340,"[10, 83, 133, 165, 174, 182, 244, 275]",205.3,602.8,2023-06-09 22:47:57.838919460,17
440,176,441,"[91, 157, 249, 275, 398, 442, 462, 490]",172.5,0.0,2023-06-10 07:33:49.614807404,36
441,11,617,"[8, 202, 224, 231, 337, 370, 435, 475]",149.9,313.23,2023-06-10 16:19:41.390695348,3
442,201,226,"[85, 110, 118, 203, 257, 304, 347, 472]",159.6,418.67,2023-06-11 01:05:33.166583292,64
443,297,371,"[96, 153, 185, 187, 198, 328, 356, 376]",149.6,0.0,2023-06-11 09:51:24.942471236,14
444,3,28,"[8, 40, 53, 184, 313, 343, 398, 479]",206.3,0.0,2023-06-11 18:37:16.718359180,89
445,214,995,"[45, 54, 64, 119, 147, 337, 421, 500]",222.0,0.0,2023-06-12 03:23:08.494247124,25
446,296,16,"[66, 92, 108, 170, 184, 350, 381, 484]",133.6,0.0,2023-06-12 12:09:00.270135068,29
447,32,277,"[4, 23, 118, 129, 141, 320, 370, 433]",183.1,236.72,2023-06-12 20:54:52.046023012,77
448,48,333,"[97, 112, 144, 248, 315, 361, 384, 437]",156.8,0.0,2023-06-13 05:40:43.821910956,99
449,252,483,"[19, 60, 90, 200, 234, 255, 276, 292]",154.4,83.42,2023-06-13 14:26:35.597798900,5
450,199,810,"[172, 193, 199, 287, 305, 414, 448, 476]",226.8,0.0,2023-06-13 23:12:27.373686844,97
451,89,566,"[89, 135, 144, 154, 218, 356, 476, 498]",213.7,0.0,2023-06-14 07:58:19.149574788,76
452,109,288,"[14, 25, 33, 79, 118, 238, 366, 490]",70.5,0.0,2023-06-14 16:44:10.925462732,63
453,291,114,"[9, 44, 91, 115, 208, 252, 263, 267]",169.1,0.0,2023-06-15 01:30:02.701350676,3
454,108,38,"[43, 53, 121, 322, 396, 430, 441, 499]",153.5,0.0,2023-06-15 10:15:54.477238620,24
455,40,454,"[120, 164, 175, 305, 316, 354, 376, 452]",140.0,295.81,2023-06-15 19:01:46.253126564,49
456,52,882,"[71, 94, 228, 282, 335, 378, 389, 483]",166.3,0.0,2023-06-16 03:47:38.029014508,44
457,112,742,"[8, 51, 140, 250, 372, 374, 383, 399]",263.2,0.0,2023-06-16 12:33:29.804902452,28
458,295,166,"[18, 62, 106, 134, 188, 194, 265, 415]",219.6,438.48,2023-06-16 21:19:21.580790396,56
459,68,694,"[33, 35, 58, 118, 128, 218, 258, 445]",218.4,463.21,2023-06-17 06:05:13.356678340,2
460,189,956,"[24, 47, 162, 211, 247, 266, 350, 450]",208.6,0.0,2023-06-17 14:51:05.132566284,11
461,209,205,"[22, 75, 97, 134, 227, 232, 388, 489]",149.3,387.54,2023-06-17 23:36:56.908454228,23
462,65,878,"[202, 219, 224, 263, 291, 311, 326, 442]",224.9,252.94,2023-06-18 08:22:48.684342172,99
463,62,245,"[83, 107, 223, 259, 270, 304, 389, 421]",286.6,398.49,2023-06-18 17:08:40.460230116,86
464,258,871,"[20, 68, 187, 196, 251, 269, 327, 346]",229.7,0.0,2023-06-19 01:54:32.236118060,38
